,0
feature_peristomatic_unneighbourly_dogeship,0.16892230957327933
feature_conglobate_scolopendrine_wordsworth,0.16623671818711952
feature_interoceptive_stodgy_monostich,0.16135982109256905
feature_ungodlike_argent_ugric,0.1586092592680131
feature_gradualism_intentional_souslik,0.15811319730534587
feature_untuneable_congealed_matterhorn,0.15664068477846801
feature_subcontrary_retuse_blame,0.15641189908924197
feature_skimpy_caudate_crenation,0.142029159561539
feature_megalomaniacal_heliographic_quipu,0.1411808412542327
feature_cozy_metonymical_jurist,0.1335971325921487
feature_champion_arabic_teetotum,0.13341399216662223
feature_willyard_regionalism_eritrea,0.132708109905527
feature_chimeric_piscatorial_pantagruel,0.13066566332385057
feature_tribunicial_waur_conway,0.12753888651730802
feature_veriest_petrifying_synergy,0.12643718131972656
feature_plausive_maculate_juggler,0.12603567403559893
feature_clipping_dramatic_mach,0.12586452447245072
feature_fashioned_helicoidal_buhrstone,0.1256164720658245
feature_relinquished_turanian_reviver,0.12493442600075089
feature_metaphysical_pestalozzian_sasha,0.12469226058992978
feature_invariant_dyspeptic_antiscorbutic,0.12467617127395443
feature_subversive_thrilled_pruning,0.12349498996393618
feature_novelistic_sterilized_synonymist,0.12264011236156983
feature_theophanic_finite_seignory,0.12201795244458466
feature_atherine_hellish_etymology,0.12091233668639167
feature_unconfining_persuasible_montrose,0.12036041434168007
feature_nonstick_ungorged_cornstalk,0.12027178096988961
feature_hyperalgesic_southward_rosewood,0.11793256774931944
feature_unhanging_overcast_indianisation,0.11587980069472842
feature_undebased_ahorseback_revindication,0.11382752921478911
feature_burmese_sorbian_winnie,0.11327930024128707
feature_eunuchoid_antlike_sennacherib,0.1121078500835811
feature_erythrocyte_lifeful_crayon,0.11184739569378344
feature_reclaimed_insurrectional_moneyer,0.10978670863592828
feature_retractable_aural_ithyphallic,0.1090992081319563
feature_osmotic_unproved_palmitin,0.10874921548290273
feature_heating_footling_garland,0.1080615509477057
feature_cytoid_ferric_solenoid,0.1067513817963947
feature_tarmacadam_intruding_shunning,0.10652528570303851
feature_inundant_clammy_penumbra,0.10603834170492367
feature_estranging_stylish_liker,0.10542396000283337
feature_antigenic_perforate_chickenpox,0.10525777312335606
feature_elohistic_muckiest_holystone,0.10506228447974468
feature_quadrivial_polychromatic_testudo,0.10400072530695453
feature_unprovided_stolen_trevino,0.10271727369235366
feature_dilative_uninviting_poznan,0.10175466286848994
feature_dronish_burned_interrogator,0.10145136561562881
feature_galician_leavened_valediction,0.10130960311279674
feature_winteriest_falconine_isodimorphism,0.10062024698487575
feature_brummagem_freckliest_papaverine,0.09993916531637502
feature_inhospitable_lachrymose_psychopathology,0.09971019481496268
feature_phrasal_fusiform_morphophoneme,0.09949370376842286
feature_splattered_bacterial_vichyite,0.09854857287419078
feature_burned_sortable_vicar,0.09763851848731084
feature_limiest_heliolithic_york,0.09689810738130575
feature_unnerving_unfitted_hypersensitisation,0.09651764957084856
feature_paraffinoid_southern_galen,0.09475754087643425
feature_boggy_parthia_styrene,0.09469276437738981
feature_gushier_undernourished_malate,0.09392096842280263
feature_unblocked_converging_zollverein,0.09129464348097137
feature_manifestative_resolved_centralism,0.09074457796714838
feature_ebon_homicidal_cara,0.09067768140652505
feature_omissive_unpillowed_exuberance,0.09006022957603517
feature_ablest_inflexional_egeria,0.08964892829003922
feature_overstrong_burrier_guevara,0.08963644064515296
feature_zymolytic_intertidal_privet,0.08823691007468255
feature_low_subliminal_prospect,0.08764618875145204
feature_propraetorian_daffy_narbonne,0.08706630389729195
feature_cycloid_zymotic_galloway,0.08341882397047273
feature_cephalate_unfine_molality,0.08331290999494538
feature_evolutive_incommutable_muffineer,0.0825529784389532
feature_micrometrical_perspectival_luffa,0.08196084118682984
feature_egotistical_carotid_irrationality,0.08191886348228883
feature_unshadowed_biometric_chokebore,0.08170768106032357
feature_unformed_bent_smatch,0.08089774075376142
feature_respective_clovered_datary,0.07984578837942286
feature_folkloric_judgemental_churinga,0.07943018527507012
feature_monophyletic_spiracular_gagman,0.07889944140062286
feature_australian_unstigmatized_pasch,0.07839144434874756
feature_primate_ungulate_jingal,0.07731819011822831
feature_dilettantish_nasmyth_saut,0.0772855212007162
feature_septuple_wale_chokey,0.07715249539779277
feature_puerperal_pugilistic_discomfort,0.07577754421274602
feature_unfurred_beastlier_spoof,0.07493457567435349
feature_creeping_dorty_frenchification,0.07442332897692154
feature_leachier_deducible_splurge,0.07365028155092944
feature_turbinal_apothegmatical_phalansterian,0.07364813205791712
feature_figured_unclouded_sachet,0.0730140444247011
feature_pleomorphic_paragogical_corona,0.07262872691311874
feature_incased_readable_fraterniser,0.07228440617835735
feature_firry_steepish_report,0.071609820445662
feature_proto_rachidial_heldentenor,0.07070484103844465
feature_debonnaire_opulent_stayer,0.07069719336400872
feature_choreic_sterilized_lagune,0.0706600412961931
feature_filagree_redundant_underestimation,0.07025262967658846
feature_lamellicorn_undiscomfited_hoofer,0.07014720203201377
feature_flamier_sluttish_shrieve,0.06979786864460519
feature_inartistic_necrological_showgirl,0.06958059596411262
feature_inscribed_loveable_bluet,0.06953841367819803
feature_orogenetic_unspiritual_ethiopic,0.06944781066529228
feature_unfit_threatful_strontium,0.0687614365804521
feature_axile_complexioned_tartarization,0.06844905032249546
feature_phytogeographic_preparatory_pussyfoot,0.06832247604223426
feature_toponymic_bosom_tyre,0.06822657922921561
feature_deviant_philippian_ottrelite,0.068096830693259
feature_semestrial_coarser_viscera,0.06642896920044092
feature_craggiest_dopy_conversazione,0.06551240224164306
feature_brickier_photosensitive_bodement,0.06522748699542118
feature_simulated_shakiest_divisibility,0.06510614664160627
feature_hermetic_direful_disjune,0.06486641728439957
feature_employable_communicable_perpendicularity,0.06364389118972254
feature_tinny_unanswered_irenicon,0.06351748356082709
feature_cresylic_avestan_garfield,0.06295543910324214
feature_threescore_unpatriotic_cento,0.06282562874107164
feature_verticillated_tenured_bosch,0.06211498050097075
feature_phenomenal_portable_diencephalon,0.061482929278636564
feature_reportorial_elmiest_ivan,0.06144191293744978
feature_crinose_hardcover_confession,0.0613948311246147
feature_mandibulate_cerographic_lualaba,0.061293206999379506
feature_fraudulent_negligible_mariolater,0.06089865521886882
feature_lachrymal_pestering_veteran,0.06085403762221383
feature_venerable_kernelly_durham,0.06079984565707612
feature_subclavian_mixed_sigma,0.0598237941348997
feature_cleared_greedier_mojave,0.058647367778782
feature_perspectivist_repining_tachogram,0.05790748250716283
feature_whatsoever_muskier_dangler,0.057683652098057765
feature_advertent_deferent_kaif,0.05757510553967228
feature_monegasque_undignified_ilana,0.05618527053549917
feature_crazy_thieving_beanstalk,0.05605955482828832
feature_lamblike_implemented_plebiscite,0.05598748474429556
feature_pantographical_uncultivable_moral,0.055928335947468565
feature_giocoso_trimestrial_bluegill,0.055832510067141974
feature_muscly_splintery_stope,0.05579533552028309
feature_velate_abolitionary_definitude,0.05534245806533874
feature_metopic_weepy_eyelash,0.05522229859792835
feature_rectifiable_surrealistic_microfilm,0.05516149675378387
feature_unabolished_trickiest_accident,0.05513521506147677
feature_vigilant_multiphase_melancholy,0.054871117337112245
feature_mellowing_elative_purcell,0.054609328865817125
feature_cimmerian_indic_guestimate,0.05452819528709638
feature_xanthic_transpadane_saleswoman,0.054502188399733066
feature_unmovable_declassified_corrival,0.05435019630504633
feature_systematized_unrepealed_martian,0.054290428209431654
feature_mycological_rabelaisian_puking,0.053962546803327974
feature_aulic_frayed_broomrape,0.05381723237750073
feature_scrub_elated_anthelix,0.05378059763132937
feature_upbeat_boneheaded_chequer,0.053315342196980316
feature_fixable_bibliopolical_flatmate,0.05314923336605613
feature_dividual_uncomplaisant_freeing,0.052947678168056976
feature_hummel_fellow_mommy,0.05293399935150332
feature_originative_setiform_popocatepetl,0.05257765481379388
feature_laky_federated_tracksuit,0.052341374419976196
feature_unpiloted_sleetier_belial,0.05224887307352483
feature_phototactic_dire_ethnarchy,0.052117914888550325
feature_haemostatic_pulpiest_pembroke,0.052007722254222226
feature_tenurial_perceptional_wilhelmshaven,0.051927535885882364
feature_disheveled_unmotherly_llandudno,0.051667128874376037
feature_catechetical_paragogical_accouterment,0.05161090207690801
feature_impel_vaporing_bangor,0.05160010109506559
feature_awash_reverberative_isatin,0.05122426527816384
feature_unflustered_eager_pandion,0.05113730121132966
feature_auctionary_moderate_houseparent,0.05053076809781192
feature_preconsonantal_hypothermal_democracy,0.05040622640788502
feature_heptarchic_moral_angelhood,0.05018114264543965
feature_creative_econometric_bane,0.050072650676733055
feature_natatory_intrinsical_multinomial,0.05002984528234476
feature_nonpersistent_miffiest_contemplator,0.04937188044921861
feature_spatiotemporal_guerrilla_parcelling,0.049293948060971975
feature_unmodish_postulational_symmetalism,0.04885809889283296
feature_ninetieth_moslem_coming,0.04880877726772179
feature_unvaluable_bacteriolytic_jerking,0.04869431645359932
feature_factorial_magical_fjord,0.048359256804499845
feature_xanthochroid_petrified_gutenberg,0.048307075878399205
feature_fishiest_punctured_forewarning,0.04800557480610599
feature_scenic_unartistic_tache,0.04790117017794325
feature_incognoscible_gangliest_megaphone,0.04760232028850917
feature_subtriplicate_operating_kempe,0.047144529793504274
feature_acheulian_conserving_output,0.04706484251859914
feature_prepositional_disinclined_gettering,0.046851963965453956
feature_fibroblastic_runty_kirghiz,0.04665370003713164
feature_spendable_peak_omission,0.04657420413609741
feature_galatian_froward_carting,0.04637453373549313
feature_superfetate_typographical_two,0.046043469048808905
feature_aliunde_unhaunted_coacervate,0.04588600570228394
feature_snakiest_somalian_wavelet,0.04530714870299616
feature_thrashing_bulky_orchidology,0.04504168640326433
feature_bulgy_divorcive_enthusiast,0.04441880900492389
feature_arizonian_orphan_accord,0.044305918827679265
feature_recessed_preclassical_hypochlorite,0.044228572622646976
feature_working_jain_acromegaly,0.04374792713612632
feature_interlaminar_starlike_durbar,0.0435549967617022
feature_utopian_wittier_knotting,0.04355108151541823
feature_trisomic_preternatural_enchondroma,0.04353872581722613
feature_pharisaic_tenurial_thomasina,0.04341676735662966
feature_pesky_fifth_hexagon,0.043261188195611006
feature_knobbed_overrash_ore,0.04318281012980221
feature_barkier_lackluster_hunker,0.042962171910316975
feature_ware_inhibitory_spindle,0.042928254603576396
feature_drossiest_remaining_musicale,0.04291462951860336
feature_axial_solutrean_pry,0.04274318476874667
feature_comal_noisiest_ball,0.04251533501944577
feature_venturesome_jesting_characterisation,0.04247811090480895
feature_unpitying_polyatomic_theodicy,0.04228184981437913
feature_squelched_zoographic_dismantlement,0.04211654859425939
feature_morish_mazy_queer,0.041797623775844915
feature_afoul_drainable_cateran,0.04171035744672148
feature_strained_equivocal_phoneme,0.04169511910938542
feature_revived_isopod_craw,0.04132345895195249
feature_melismatic_daily_freak,0.04067173754936726
feature_acrylic_gallic_wine,0.04066384741968492
feature_typic_geegaw_internationale,0.040484333184381396
feature_gorsy_helpable_perusing,0.04045867885162426
feature_larine_underfloor_polynomial,0.04044997634751433
feature_gnotobiotic_brittle_poultice,0.04033918552072282
feature_toplofty_undisturbing_whammed,0.04016131625674172
feature_toroidal_unloving_helvellyn,0.040128737413621544
feature_grieving_rubicund_refuting,0.03993193335371031
feature_rejective_carinate_ally,0.039627737430327055
feature_thumblike_impactive_nap,0.039545056994292005
feature_nephric_unboned_mandalay,0.039447632741561434
feature_unimproved_terminist_occupancy,0.03940738644017371
feature_peripteral_unsensualized_centilitre,0.03907392298086479
feature_untoned_monaco_estrangement,0.03885796157984978
feature_gravitational_belated_minstrel,0.03885138348548241
feature_maroon_lacy_coign,0.038832368404869554
feature_bavarian_educible_fetishism,0.038223028518561755
feature_tumbling_insurrectional_schematisation,0.038146828570139193
feature_flawier_oversized_sophism,0.03812324753120928
feature_theoretic_unwearying_chancellorship,0.0381188363729272
feature_dystonic_myalgic_sprinkling,0.038042659593148655
feature_manky_cockney_piscator,0.03802354625702315
feature_renounceable_baking_stocker,0.03770827371734303
feature_assimilable_branching_baudelaire,0.03764805992909222
feature_selachian_collembolan_devaluation,0.037622609657222146
feature_leasable_unshunnable_xanthophyll,0.03738097490410876
feature_importable_purer_rorqual,0.03734073683532432
feature_resumptive_trivalve_circumfluence,0.03727586565906467
feature_unacquainted_fretted_veep,0.0372039494585932
feature_stonier_mesolithic_feuilleton,0.037177256769989654
feature_hirundine_palaeozoological_endive,0.03704957291305902
feature_herbier_svelte_initial,0.03692187550134759
feature_pulmonary_pathognomonic_pedagogism,0.036642973507624604
feature_multifid_ingenerate_alarmism,0.03663136349466858
feature_unspiritual_hypothetical_freetown,0.03615206585498722
feature_leathern_mottled_singer,0.036046623644543835
feature_aeneolithic_nineteenth_whipper,0.03579323866736849
feature_tipsy_unordered_seed,0.03569583811753282
feature_thallic_else_tirailleur,0.03564923854000175
feature_lacklustre_centroidal_schweitzer,0.03562852621943091
feature_grainy_demersal_consuetude,0.03550617854280109
feature_liquefied_dodecahedral_syncarp,0.035431883609374756
feature_right_stratospheric_ovum,0.03534631228214267
feature_consummated_hyperacute_tarpeia,0.03528107186166879
feature_stable_shier_stagger,0.03524239343981753
feature_snuffier_unmeriting_mentation,0.03469308792918476
feature_toltec_korean_disfavourer,0.03464601594224649
feature_ugsome_spunkier_submerging,0.03456003925800654
feature_cymose_deepening_admonition,0.034533832576147554
feature_interlaminar_perkier_opponency,0.03426326099508565
feature_lakiest_pervading_skirt,0.034153355842583215
feature_vital_capsulate_knawel,0.034143875240382725
feature_featherbrained_pedagogical_butter,0.0340783251472693
feature_syndicalist_crackle_tragacanth,0.034067618067246945
feature_imploratory_discriminating_quandang,0.03403662048634058
feature_theosophical_tribal_dialectologist,0.03391443322703141
feature_organometallic_mercantile_baton,0.03390913129367598
feature_unpuckered_orgasmic_blockbuster,0.03380147842119462
feature_analgesic_pensionary_exterior,0.03362592379518004
feature_haunched_cognominal_eyesore,0.03361332385561354
feature_adminicular_shod_levant,0.03346720927802081
feature_relational_mythical_respecter,0.033269655383294953
feature_restorable_future_waterford,0.03308391337683916
feature_interunion_tectricial_diaphone,0.03302812285246537
feature_flamboyant_veterinary_expelling,0.03301320321845441
feature_unentertained_boned_factorisation,0.03300120774332086
feature_pleasurable_facultative_benzol,0.03272637004200982
feature_indescribable_multiped_neoclassicism,0.03265991432684486
feature_tristful_least_vitalization,0.03261471000420141
feature_drastic_osteopathic_institute,0.03244639767201188
feature_nutrimental_obliging_gainsborough,0.03240847172356136
feature_subalpine_apothegmatical_ajax,0.032365360454025355
feature_jocund_resistant_iridium,0.03226439509223332
feature_punishing_depletory_gyroplane,0.03215441780171831
feature_unjustified_menial_bleater,0.032076328504686134
feature_steady_dumbfounding_menthol,0.03203353604823375
feature_chaste_disqualifying_intermodulation,0.03198275192508981
feature_undiscoverable_tickling_volume,0.03196504440739416
feature_brittle_madagascar_peak,0.03191887635402278
feature_glazed_hirundine_amuck,0.03183351354933265
feature_imperceptible_incisive_sassenach,0.0317937613623863
feature_ensiform_unrequired_invocation,0.03160807423369959
feature_percurrent_deontic_sectionalisation,0.031570748441465346
feature_piliform_ungulate_hood,0.03152217303417896
feature_unilateral_pitchiest_pragmatist,0.03124052918653047
feature_hardwood_donative_favorite,0.03119712129360994
feature_gowned_undiluted_islay,0.031169331591304517
feature_calendrical_dextral_tantrum,0.031160551280756385
feature_conjunct_refined_plumule,0.030844759394156235
feature_equitant_nattiest_burler,0.03080686187034767
feature_microsomal_homeomorphic_alginate,0.030747827279559034
feature_feat_protomorphic_delaine,0.030605342767488754
feature_vulpine_egal_elysium,0.0303919637891268
feature_homier_congestive_queening,0.030338462289675794
feature_formulary_pursuing_disturber,0.030336529417857198
feature_zymotic_windswept_cooky,0.030235105152110822
feature_diversified_feticidal_ousting,0.030220147454189064
feature_droll_clumsy_gleaner,0.030214731651216947
feature_dismissible_daintiest_tempe,0.03017866058441144
feature_reconciling_alpine_puerilism,0.030083971736872096
feature_spermatozoic_unhappy_calumet,0.02990861297932022
feature_cervical_swell_tunisia,0.02988842099083557
feature_signed_acidifiable_lending,0.02985394924123543
feature_subtriplicate_nigrescent_conniver,0.02983000713678562
feature_anthracoid_tamable_consulship,0.02982430676535812
feature_shouldered_cliffier_chouse,0.029740362591617775
feature_probative_jolliest_february,0.029599444119748814
feature_prophylactic_gaulish_nutria,0.029494521731642596
feature_illuminated_gambrel_noria,0.029166192815591352
feature_pressor_chiropodial_hypertension,0.028903294084096306
feature_euphoriant_conditioned_obstruct,0.02885278464119326
feature_lardy_unquestioned_bullfinch,0.028682211933511195
feature_crosscut_whilom_ataxy,0.02864101717694736
feature_vivisectional_latvian_dispensator,0.02820522325924461
feature_prohibitionary_moaning_signing,0.028185579676266073
feature_heapy_presentable_rutland,0.028072077087591647
feature_vestigial_tittering_cyan,0.027986860183186954
feature_horsier_uncurtailed_whittle,0.02794272883859469
feature_preachy_uncontaminated_servitude,0.027586353268141607
feature_sapid_ungenuine_moper,0.027341158782446234
feature_untidier_cherished_abbacy,0.027296700570083363
feature_reverberant_chippy_kisangani,0.027048536258329977
feature_delusory_fake_lower,0.026940023745025177
feature_circean_prelingual_alkali,0.02683093743288201
feature_exoteric_quirky_wolly,0.026808560637889892
feature_lowermost_strapped_riksdag,0.026762368551281963
feature_stichomythic_validated_interoceptor,0.026760882997199066
feature_refractive_lazy_carpology,0.026724178185090465
feature_subscribed_chilean_misaim,0.026691677207397332
feature_duskish_unsensitive_severity,0.026661069515374152
feature_gutta_perverted_wholism,0.026564147390785692
feature_orgastic_undoubting_misuser,0.026510971294359115
feature_wholesale_masted_armoury,0.026490187803105816
feature_homiletic_lineate_bateleur,0.026191037149222312
feature_lustral_forgeable_marination,0.02612415124416562
feature_elemental_easier_alkalinity,0.025983882428779456
feature_prideful_girlish_defenseman,0.025728916504617044
feature_palaearctic_unsluiced_strike,0.02558871468727711
feature_chattier_tight_academic,0.025584840215244604
feature_owlishly_remoter_forensicality,0.025549728050031497
feature_mullioned_hidden_niece,0.025516769923159478
feature_unworkable_fimbriate_inceptive,0.025386733176904444
feature_paratyphoid_weatherly_bransle,0.02536711167913713
feature_dianoetic_mowburnt_ciliophora,0.025299659566494884
feature_foiled_interfacial_dispensability,0.02528323154652348
feature_emboldened_maledict_doric,0.02521971336915617
feature_ubiquitarian_springy_sickener,0.025180251675210773
